type_vehicle,idx_vehicle,id_item,x_origin,y_origin,z_origin,orient
V6,135,I0069,1200.0,1200.0,0.0,0
V6,136,I0115,0.0,0.0,0.0,0
V6,136,I0117,1400.0,0.0,0.0,0
V6,136,I0302,2800.0,0.0,0.0,1
V6,136,I0684,0.0,1200.0,0.0,0
V6,136,I0252,1200.0,1200.0,0.0,0
V6,137,I0120,0.0,0.0,0.0,0
V6,137,I0122,1400.0,0.0,0.0,0
V6,137,I0316,2800.0,0.0,0.0,1
V6,137,I0359,0.0,1200.0,0.0,0
V6,137,I0311,1200.0,1200.0,0.0,0
V6,138,I0132,0.0,0.0,0.0,0
V6,138,I0134,1400.0,0.0,0.0,0
V6,138,I0322,2800.0,0.0,0.0,1
V6,138,I0510,0.0,1200.0,0.0,0
V6,138,I0405,1200.0,1200.0,0.0,0
V6,139,I0139,0.0,0.0,0.0,0
V6,139,I0143,1400.0,0.0,0.0,0
V6,139,I0337,2800.0,0.0,0.0,1
V6,139,I0626,0.0,1200.0,0.0,0
V6,139,I0411,1200.0,1200.0,0.0,0
V6,140,I0147,0.0,0.0,0.0,0
V6,140,I0148,1400.0,0.0,0.0,0
V6,140,I0340,2800.0,0.0,0.0,1
V6,140,I0828,0.0,1200.0,0.0,0
V6,140,I0447,1200.0,1200.0,0.0,0
V6,141,I0152,0.0,0.0,0.0,0
V6,141,I0154,1400.0,0.0,0.0,0
V6,141,I0351,2800.0,0.0,0.0,1
V6,141,I0838,0.0,1200.0,0.0,0
V6,141,I0600,1200.0,1200.0,0.0,0
V6,142,I0155,0.0,0.0,0.0,0
V6,142,I0162,1400.0,0.0,0.0,0
V6,142,I0368,2800.0,0.0,0.0,1
V6,142,I0989,0.0,1200.0,0.0,0
V6,142,I0603,1200.0,1200.0,0.0,0
V6,143,I0169,0.0,0.0,0.0,0
V6,143,I0189,1400.0,0.0,0.0,0
V6,143,I0372,2800.0,0.0,0.0,1
V6,143,I1042,0.0,1200.0,0.0,0
V6,143,I0793,1200.0,1200.0,0.0,0
V6,144,I0195,0.0,0.0,0.0,0
V6,144,I0210,1400.0,0.0,0.0,0
V6,144,I0388,2800.0,0.0,0.0,1
V6,144,I1071,0.0,1200.0,0.0,0
V6,144,I0817,1200.0,1200.0,0.0,0
V6,145,I0213,0.0,0.0,0.0,0
V6,145,I0224,1400.0,0.0,0.0,0
V6,145,I0395,2800.0,0.0,0.0,1
V6,145,I1109,0.0,1200.0,0.0,0
V6,145,I0903,1200.0,1200.0,0.0,0
V6,146,I0227,0.0,0.0,0.0,0
V6,146,I0229,1400.0,0.0,0.0,0
V6,146,I0396,2800.0,0.0,0.0,1
V6,146,I1256,0.0,1200.0,0.0,0
V6,146,I0970,1200.0,1200.0,0.0,0
V6,147,I0234,0.0,0.0,0.0,0
V6,147,I0235,1400.0,0.0,0.0,0
V6,147,I0423,2800.0,0.0,0.0,1
V6,147,I0329,0.0,1200.0,0.0,0
V6,147,I0953,1200.0,1200.0,0.0,0
